id,brand_name,target_category,target_age,target_gender,target_location,Influencer_name,Handle,Followers,Posts,Likes,Category,Sentiment,audience_location,audience_age,audience_gender,Platform,Engagement_rate
416,Brand21,Home Appliances,18-25,Female,Tamil Nadu,Sophia Wilson,@noah.d,762063,83,15554,Home Appliances,Negative,Tamil Nadu,18-25,All,Twitter,6.335004841
417,Brand30,Books,22-40,Female,Karnataka,Olivia Clark,@mia.lee,399544,699,38867,Books,Neutral,Karnataka,22-40,Male,YouTube,6.327207464
418,Brand63,Fitness Equipment,18-30,All,Karnataka,John Smith,@isabella.m,432943,832,25045,Fitness Equipment,Neutral,Karnataka,18-30,All,YouTube,6.327207464
419,Brand72,Travel Services,18-25,All,Delhi,John Smith,@noah.d,920827,854,31458,Travel Services,Positive,Delhi,18-25,All,Twitter,6.324183065
420,Brand65,Eco-friendly Goods,30-45,All,Haryana,Mia Lee,@olivia.c,617963,551,17846,Eco-friendly Goods,Negative,Haryana,30-45,All,Instagram,6.324183065
421,Brand84,Art Supplies,40-50,All,Delhi,Mason White,@mason.w,552510,998,39245,Art Supplies,Positive,Delhi,40-50,Male,Twitter,6.320824089
422,Brand70,Food Products,All,Male,Karnataka,Mason White,@mia.lee,819865,249,8677,Food Products,Neutral,Karnataka,All,All,Twitter,6.320824089
423,Brand74,Smartphones,18-25,Male,Uttar Pradesh,Emma Taylor,@isabella.m,485740,413,10976,Smartphones,Negative,Uttar Pradesh,18-25,Female,TikTok,6.272540209
424,Brand80,Eco-friendly Goods,30-45,All,Maharashtra,Olivia Clark,@noah.d,242215,515,45666,Eco-friendly Goods,Negative,Maharashtra,30-45,Female,Facebook,6.272540209
425,Brand8,Clothing,40-50,Male,Delhi,John Smith,@noah.d,854307,919,11157,Clothing,Positive,Delhi,40-50,Male,Facebook,6.225629239
426,Brand98,Smartphones,18-30,Male,Punjab,Jane Doe,@liam.brown,757851,126,26515,Smartphones,Positive,Punjab,18-30,Male,YouTube,6.225629239
427,Brand64,Cosmetics,22-40,All,Haryana,Sophia Wilson,@mason.w,900011,472,22724,Cosmetics,Neutral,Haryana,22-40,All,Twitter,6.177796687
428,Brand62,Travel Services,25-40,All,Madhya Pradesh,Olivia Clark,@noah.d,770820,385,18691,Travel Services,Positive,Madhya Pradesh,25-40,Female,Twitter,6.177796687
429,Brand90,Fitness Equipment,18-25,Female,India,John Smith,@jane.doe,417468,452,16940,Fitness Equipment,Negative,India,18-25,Male,Twitter,6.172714499
430,Brand55,Eco-friendly Goods,22-40,Female,Karnataka,John Smith,@emma.t,629325,554,9951,Eco-friendly Goods,Negative,Karnataka,22-40,Male,Facebook,6.172714499
431,Brand67,Travel Services,25-34,Male,Tamil Nadu,Olivia Clark,@mia.lee,831375,877,18750,Travel Services,Negative,Tamil Nadu,25-34,All,TikTok,6.165748802
432,Brand79,Books,All,Male,India,Noah Davis,@isabella.m,396057,483,34186,Books,Positive,India,All,Male,TikTok,6.165748802
433,Brand39,Pet Supplies,25-34,All,Delhi,Olivia Clark,@emma.t,435460,165,36404,Pet Supplies,Neutral,Delhi,25-34,All,Instagram,6.152901419
434,Brand64,Cosmetics,18-25,Female,Goa,Mason White,@liam.brown,676908,140,41818,Cosmetics,Negative,Goa,18-25,Male,Facebook,6.152901419
435,Brand37,Nutrition Products,40-50,Male,Tamil Nadu,Emma Taylor,@liam.brown,651949,846,20266,Nutrition Products,Negative,Tamil Nadu,40-50,Male,Facebook,6.134955323
436,Brand67,Art Supplies,18-25,Male,Madhya Pradesh,Mason White,@sophia.w,324344,754,37961,Art Supplies,Negative,Madhya Pradesh,18-25,Female,Instagram,6.134955323
437,Brand71,Art Supplies,18-30,Female,Maharashtra,John Smith,@emma.t,892499,464,36012,Art Supplies,Negative,Maharashtra,18-30,Male,Facebook,6.134807734
438,Brand64,Fitness Equipment,25-40,Female,Gujarat,Emma Taylor,@mason.w,621645,712,26196,Fitness Equipment,Negative,Gujarat,25-40,Female,Instagram,6.134807734
439,Brand58,Gaming Products,25-40,All,Madhya Pradesh,Olivia Clark,@noah.d,831103,456,22122,Gaming Products,Positive,Madhya Pradesh,25-40,Female,Twitter,6.114438143
440,Brand76,Clothing,30-45,All,Delhi,Mason White,@olivia.c,887789,435,5486,Clothing,Negative,Delhi,30-45,Male,Facebook,6.114438143
441,Brand4,Pet Supplies,18-30,All,Maharashtra,Mason White,@jane.doe,553555,134,7528,Pet Supplies,Negative,Maharashtra,18-30,Female,Facebook,6.090414027
442,Brand77,Fashion Accessories,18-30,Female,Uttar Pradesh,Isabella Moore,@mia.lee,510149,372,41111,Fashion Accessories,Negative,Uttar Pradesh,18-30,All,Twitter,6.090414027
443,Brand6,Smartphones,40-50,Female,Goa,Sophia Wilson,@sophia.w,724144,478,23886,Smartphones,Neutral,Goa,40-50,Male,Facebook,6.089010277
444,Brand92,Smartphones,18-25,Female,Kerala,John Smith,@noah.d,574454,269,28369,Smartphones,Positive,Kerala,18-25,All,Facebook,6.089010277
445,Brand18,Fitness Equipment,25-40,Female,Madhya Pradesh,Mia Lee,@isabella.m,858130,444,37279,Fitness Equipment,Positive,Madhya Pradesh,25-40,Female,Instagram,6.077633884
446,Brand77,Gadgets,22-40,All,Haryana,Mason White,@sophia.w,675396,217,47163,Gadgets,Positive,Haryana,22-40,Male,Twitter,6.077633884
447,Brand6,Smartphones,18-25,All,India,Mia Lee,@sophia.w,648526,482,31792,Smartphones,Negative,India,18-25,Female,YouTube,6.076552131
448,Brand97,Clothing,15-24,Male,Maharashtra,Emma Taylor,@john.smith,235065,520,18679,Clothing,Negative,Maharashtra,15-24,Male,Instagram,6.076552131
449,Brand79,Art Supplies,30-45,All,Haryana,Liam Brown,@liam.brown,107671,316,34144,Art Supplies,Neutral,Haryana,30-45,Female,Twitter,6.022599114
450,Brand18,Nutrition Products,15-24,Female,West Bengal,Mia Lee,@mia.lee,773274,364,32788,Nutrition Products,Positive,West Bengal,15-24,Female,Twitter,6.022599114
451,Brand32,Cosmetics,22-40,All,Maharashtra,Sophia Wilson,@noah.d,159430,683,19567,Cosmetics,Neutral,Maharashtra,22-40,Female,Instagram,6.002394307
452,Brand71,Smartphones,25-34,Female,India,Isabella Moore,@liam.brown,731303,722,13367,Smartphones,Positive,India,25-34,All,Facebook,6.002394307
453,Brand56,Fitness Equipment,30-45,All,Bihar,Mason White,@mia.lee,699006,732,35026,Fitness Equipment,Neutral,Bihar,30-45,All,YouTube,5.996807362
454,Brand2,Fitness Equipment,18-28,All,Goa,Sophia Wilson,@mia.lee,322963,412,29089,Fitness Equipment,Negative,Goa,18-28,Male,Facebook,5.996807362
455,Brand83,Fitness Equipment,25-34,Male,Haryana,Emma Taylor,@jane.doe,415339,324,17499,Fitness Equipment,Neutral,Haryana,25-34,All,YouTube,5.990213049
456,Brand86,Gadgets,18-25,Female,Uttar Pradesh,Olivia Clark,@mia.lee,460821,181,49215,Gadgets,Negative,Uttar Pradesh,18-25,Male,Twitter,5.990213049
457,Brand72,Smartphones,15-24,Male,India,Jane Doe,@noah.d,438496,573,34577,Smartphones,Neutral,India,15-24,All,YouTube,5.971859709
458,Brand80,Food Products,22-40,Male,Uttar Pradesh,Liam Brown,@isabella.m,426565,491,17133,Food Products,Positive,Uttar Pradesh,22-40,All,Instagram,5.971859709
459,Brand80,Home Appliances,15-24,Female,Rajasthan,Mason White,@emma.t,498867,899,29686,Home Appliances,Positive,Rajasthan,15-24,Female,YouTube,5.950684251
460,Brand90,Travel Services,18-30,Male,Gujarat,Sophia Wilson,@noah.d,822676,939,37935,Travel Services,Positive,Gujarat,18-30,Male,Facebook,5.950684251
461,Brand31,Gaming Products,18-28,All,Kerala,Jane Doe,@emma.t,360856,388,21660,Gaming Products,Neutral,Kerala,18-28,Female,YouTube,5.867987614
462,Brand93,Fashion Accessories,All,Male,Madhya Pradesh,John Smith,@olivia.c,578233,672,33585,Fashion Accessories,Negative,Madhya Pradesh,All,Female,YouTube,5.867987614
463,Brand23,Fashion Accessories,18-30,Male,India,Noah Davis,@jane.doe,468178,75,40433,Fashion Accessories,Negative,India,18-30,Male,TikTok,5.861102973
464,Brand91,Clothing,22-40,All,Rajasthan,Jane Doe,@olivia.c,596876,169,6843,Clothing,Negative,Rajasthan,22-40,All,YouTube,5.861102973
465,Brand50,Books,30-45,Female,Haryana,Mia Lee,@john.smith,535642,824,47249,Books,Negative,Haryana,30-45,All,Instagram,5.85998793
466,Brand62,Clothing,18-25,Male,Delhi,Sophia Wilson,@isabella.m,549257,596,26682,Clothing,Neutral,Delhi,18-25,All,Twitter,5.85998793
467,Brand72,Fitness Equipment,18-28,All,Maharashtra,John Smith,@emma.t,900292,320,43948,Fitness Equipment,Negative,Maharashtra,18-28,All,Instagram,5.85485005
468,Brand11,Books,25-34,Female,Kerala,Sophia Wilson,@liam.brown,666395,917,19512,Books,Negative,Kerala,25-34,Female,TikTok,5.85485005
469,Brand3,Home Appliances,18-28,Female,Bihar,John Smith,@john.smith,684591,769,23780,Home Appliances,Negative,Bihar,18-28,Male,TikTok,5.851225023
470,Brand56,Food Products,40-50,Female,Gujarat,Olivia Clark,@sophia.w,641938,623,39625,Food Products,Neutral,Gujarat,40-50,All,YouTube,5.851225023
471,Brand44,Smartphones,25-34,Male,Madhya Pradesh,Emma Taylor,@mia.lee,472602,50,39946,Smartphones,Neutral,Madhya Pradesh,25-34,Male,Twitter,5.813180135
472,Brand72,Clothing,40-50,Male,Punjab,Mason White,@emma.t,269568,413,6643,Clothing,Positive,Punjab,40-50,All,YouTube,5.813180135
473,Brand96,Art Supplies,18-30,Female,Goa,Jane Doe,@noah.d,822600,577,13146,Art Supplies,Neutral,Goa,18-30,Male,YouTube,5.810110151
474,Brand34,Food Products,30-45,All,Karnataka,Emma Taylor,@john.smith,622651,639,45482,Food Products,Neutral,Karnataka,30-45,All,Twitter,5.810110151
475,Brand8,Smartphones,18-25,Male,Delhi,Olivia Clark,@mason.w,634069,59,12889,Smartphones,Negative,Delhi,18-25,All,TikTok,5.80821226
476,Brand17,Fitness Equipment,All,Female,Tamil Nadu,Olivia Clark,@mason.w,572871,867,16765,Fitness Equipment,Neutral,Tamil Nadu,All,All,Twitter,5.80821226
477,Brand32,Fitness Equipment,25-40,All,Bihar,Olivia Clark,@sophia.w,729501,196,35618,Fitness Equipment,Positive,Bihar,25-40,Male,TikTok,5.784826178
478,Brand23,Fitness Equipment,18-25,All,Goa,John Smith,@isabella.m,574804,723,39512,Fitness Equipment,Neutral,Goa,18-25,Female,TikTok,5.784826178
479,Brand83,Smartphones,25-34,All,Kerala,Sophia Wilson,@noah.d,186994,854,44889,Smartphones,Negative,Kerala,25-34,All,Twitter,5.772113422
480,Brand93,Fitness Equipment,All,All,Rajasthan,Isabella Moore,@emma.t,681910,610,49165,Fitness Equipment,Neutral,Rajasthan,All,Male,Instagram,5.772113422
481,Brand34,Art Supplies,All,All,Karnataka,Jane Doe,@jane.doe,385902,558,9642,Art Supplies,Neutral,Karnataka,All,Male,Instagram,5.748834932
482,Brand79,Food Products,25-40,Female,Bihar,Mia Lee,@noah.d,501753,511,35121,Food Products,Neutral,Bihar,25-40,All,YouTube,5.748834932
483,Brand89,Eco-friendly Goods,18-28,All,Madhya Pradesh,John Smith,@sophia.w,616437,470,29129,Eco-friendly Goods,Negative,Madhya Pradesh,18-28,Female,TikTok,5.748062808
484,Brand70,Gaming Products,18-30,Female,Rajasthan,John Smith,@sophia.w,571597,128,23237,Gaming Products,Negative,Rajasthan,18-30,Male,Twitter,5.748062808
485,Brand86,Nutrition Products,15-24,Male,Tamil Nadu,Mason White,@mia.lee,972206,258,23458,Nutrition Products,Positive,Tamil Nadu,15-24,Male,TikTok,5.73552459
486,Brand12,Travel Services,All,Male,Kerala,Mia Lee,@noah.d,692032,319,20504,Travel Services,Neutral,Kerala,All,Male,Facebook,5.73552459
487,Brand63,Travel Services,25-34,Female,West Bengal,Mason White,@john.smith,285216,684,8379,Travel Services,Positive,West Bengal,25-34,All,Instagram,5.715377593
488,Brand59,Books,25-40,Female,Uttar Pradesh,Olivia Clark,@liam.brown,602606,301,5166,Books,Positive,Uttar Pradesh,25-40,Male,YouTube,5.715377593
489,Brand7,Fashion Accessories,All,All,Punjab,Sophia Wilson,@john.smith,435239,574,16402,Fashion Accessories,Positive,Punjab,All,All,YouTube,5.698216975
490,Brand20,Home Appliances,All,Male,Delhi,Sophia Wilson,@liam.brown,596300,616,22341,Home Appliances,Negative,Delhi,All,All,YouTube,5.698216975
491,Brand54,Food Products,All,Female,India,Noah Davis,@sophia.w,128992,633,19684,Food Products,Positive,India,All,Male,Instagram,5.669580664
492,Brand15,Art Supplies,18-25,All,Goa,John Smith,@olivia.c,915749,946,18290,Art Supplies,Neutral,Goa,18-25,All,Facebook,5.669580664
493,Brand46,Gaming Products,30-45,All,Gujarat,Sophia Wilson,@sophia.w,552522,754,27526,Gaming Products,Neutral,Gujarat,30-45,Male,Facebook,5.612698055
494,Brand6,Home Appliances,All,Female,Tamil Nadu,Mason White,@john.smith,537760,63,47820,Home Appliances,Neutral,Tamil Nadu,All,Male,Facebook,5.612698055
495,Brand71,Gaming Products,15-24,Female,Haryana,Emma Taylor,@mason.w,952058,964,44566,Gaming Products,Negative,Haryana,15-24,All,Twitter,5.600908224
496,Brand89,Books,25-40,All,Kerala,Olivia Clark,@noah.d,811805,997,9996,Books,Negative,Kerala,25-40,Female,Instagram,5.600908224
497,Brand34,Home Appliances,40-50,All,Madhya Pradesh,Noah Davis,@mia.lee,123970,208,32692,Home Appliances,Positive,Madhya Pradesh,40-50,Female,Instagram,5.589488053
498,Brand19,Travel Services,15-24,Male,West Bengal,Sophia Wilson,@john.smith,510159,102,41739,Travel Services,Positive,West Bengal,15-24,Female,YouTube,5.589488053
499,Brand64,Fashion Accessories,15-24,All,Gujarat,Mia Lee,@sophia.w,513585,893,41420,Fashion Accessories,Neutral,Gujarat,15-24,All,YouTube,5.586469098
500,Brand24,Cosmetics,18-28,All,Haryana,Emma Taylor,@jane.doe,703599,723,8027,Cosmetics,Negative,Haryana,18-28,All,YouTube,5.586469098
501,Brand15,Clothing,40-50,Male,Rajasthan,Jane Doe,@john.smith,919103,609,30734,Clothing,Negative,Rajasthan,40-50,Female,Instagram,5.57461837
502,Brand97,Clothing,22-40,Female,Uttar Pradesh,Emma Taylor,@isabella.m,880720,69,35082,Clothing,Neutral,Uttar Pradesh,22-40,All,TikTok,5.57461837
503,Brand36,Eco-friendly Goods,25-40,Male,Uttar Pradesh,Olivia Clark,@john.smith,734357,813,11573,Eco-friendly Goods,Neutral,Uttar Pradesh,25-40,Male,YouTube,5.548071847
504,Brand62,Gadgets,40-50,Male,Delhi,Mason White,@isabella.m,234198,702,19895,Gadgets,Negative,Delhi,40-50,Male,TikTok,5.548071847
505,Brand33,Pet Supplies,18-25,Male,Haryana,Mason White,@liam.brown,729945,798,18406,Pet Supplies,Negative,Haryana,18-25,Female,TikTok,5.528589392
506,Brand67,Smartphones,All,Male,West Bengal,John Smith,@jane.doe,918630,927,38113,Smartphones,Positive,West Bengal,All,Male,Instagram,5.528589392
507,Brand75,Books,18-30,All,India,Olivia Clark,@noah.d,503318,786,37870,Books,Positive,India,18-30,Female,YouTube,5.502691541
508,Brand10,Home Appliances,All,Male,Uttar Pradesh,Sophia Wilson,@olivia.c,159363,763,7515,Home Appliances,Negative,Uttar Pradesh,All,All,TikTok,5.502691541
509,Brand65,Gaming Products,18-25,All,Delhi,John Smith,@mia.lee,108900,762,20664,Gaming Products,Neutral,Delhi,18-25,All,YouTube,5.485659843
510,Brand52,Travel Services,18-30,All,Rajasthan,Olivia Clark,@liam.brown,297334,310,14843,Travel Services,Neutral,Rajasthan,18-30,Male,Facebook,5.485659843
511,Brand71,Smartphones,18-28,All,Gujarat,Emma Taylor,@liam.brown,899444,152,15361,Smartphones,Positive,Gujarat,18-28,Female,TikTok,5.475577511
512,Brand57,Art Supplies,18-28,Male,West Bengal,Emma Taylor,@olivia.c,829703,359,40216,Art Supplies,Negative,West Bengal,18-28,Female,Instagram,5.475577511
513,Brand62,Eco-friendly Goods,40-50,Male,Goa,Olivia Clark,@jane.doe,579430,941,37133,Eco-friendly Goods,Neutral,Goa,40-50,Male,Facebook,5.473068979
514,Brand34,Clothing,15-24,All,Haryana,Emma Taylor,@sophia.w,966831,547,30122,Clothing,Negative,Haryana,15-24,Female,Instagram,5.473068979
515,Brand89,Eco-friendly Goods,25-40,Female,Haryana,Isabella Moore,@jane.doe,776439,275,23150,Eco-friendly Goods,Positive,Haryana,25-40,Female,YouTube,5.468473598
516,Brand100,Home Appliances,18-30,Male,West Bengal,Liam Brown,@olivia.c,262887,948,16128,Home Appliances,Positive,West Bengal,18-30,Female,Twitter,5.468473598
517,Brand86,Fashion Accessories,All,All,Madhya Pradesh,Noah Davis,@emma.t,497916,543,20987,Fashion Accessories,Negative,Madhya Pradesh,All,All,Instagram,5.452945701
518,Brand37,Clothing,40-50,Female,Delhi,Mia Lee,@jane.doe,167249,845,41126,Clothing,Neutral,Delhi,40-50,Female,Instagram,5.452945701
519,Brand53,Gadgets,25-40,All,India,Noah Davis,@olivia.c,965671,472,49192,Gadgets,Negative,India,25-40,Male,Instagram,5.408648719
520,Brand75,Smartphones,25-34,Female,Bihar,Mason White,@isabella.m,983306,455,14692,Smartphones,Positive,Bihar,25-34,Male,Twitter,5.408648719
521,Brand67,Clothing,22-40,All,West Bengal,Mason White,@emma.t,711444,762,48227,Clothing,Neutral,West Bengal,22-40,All,YouTube,5.362338127
522,Brand4,Smartphones,40-50,Male,Haryana,Sophia Wilson,@emma.t,923309,182,28932,Smartphones,Negative,Haryana,40-50,Female,YouTube,5.362338127
523,Brand43,Fashion Accessories,25-40,Female,Karnataka,Isabella Moore,@jane.doe,705233,789,19671,Fashion Accessories,Positive,Karnataka,25-40,All,Instagram,5.339132365
524,Brand7,Food Products,18-28,Male,Karnataka,Sophia Wilson,@sophia.w,503092,441,38682,Food Products,Positive,Karnataka,18-28,All,YouTube,5.339132365
525,Brand45,Cosmetics,25-40,Male,Madhya Pradesh,John Smith,@emma.t,416981,246,14649,Cosmetics,Negative,Madhya Pradesh,25-40,All,YouTube,5.300475158
526,Brand68,Cosmetics,18-28,Female,Rajasthan,Mason White,@mia.lee,632956,901,35379,Cosmetics,Neutral,Rajasthan,18-28,Female,Twitter,5.300475158
527,Brand32,Gaming Products,25-34,Female,Kerala,Sophia Wilson,@mia.lee,848657,608,26836,Gaming Products,Negative,Kerala,25-34,All,Instagram,5.294590252
528,Brand84,Clothing,40-50,Male,Bihar,Noah Davis,@mia.lee,579810,936,46892,Clothing,Neutral,Bihar,40-50,All,Instagram,5.294590252
529,Brand50,Smartphones,All,Male,Kerala,Olivia Clark,@mason.w,969213,872,47670,Smartphones,Positive,Kerala,All,Female,TikTok,5.289805717
530,Brand98,Smartphones,30-45,Male,Rajasthan,Mason White,@liam.brown,598096,560,18545,Smartphones,Positive,Rajasthan,30-45,Female,YouTube,5.289805717
531,Brand75,Smartphones,18-30,All,India,Emma Taylor,@mason.w,497230,407,18440,Smartphones,Negative,India,18-30,Female,YouTube,5.28193727
532,Brand87,Pet Supplies,30-45,Female,Kerala,Jane Doe,@mia.lee,625760,165,47366,Pet Supplies,Positive,Kerala,30-45,Male,Instagram,5.28193727
533,Brand18,Books,40-50,Male,Delhi,Noah Davis,@mia.lee,147696,650,6932,Books,Negative,Delhi,40-50,Male,YouTube,5.214253413
534,Brand87,Travel Services,18-30,Female,Uttar Pradesh,Noah Davis,@mason.w,114175,772,14805,Travel Services,Negative,Uttar Pradesh,18-30,Female,TikTok,5.214253413
535,Brand9,Books,25-40,Female,Bihar,Mia Lee,@emma.t,232954,240,18472,Books,Positive,Bihar,25-40,All,TikTok,5.189349553
536,Brand48,Cosmetics,18-30,Male,Punjab,Noah Davis,@jane.doe,232058,615,35836,Cosmetics,Neutral,Punjab,18-30,All,Twitter,5.189349553
537,Brand46,Gadgets,18-28,Male,West Bengal,Mason White,@mason.w,812092,110,18020,Gadgets,Positive,West Bengal,18-28,All,Instagram,5.186514584
538,Brand52,Books,18-25,All,Kerala,Sophia Wilson,@olivia.c,527854,94,40883,Books,Neutral,Kerala,18-25,All,Instagram,5.186514584
539,Brand48,Fitness Equipment,30-45,Male,Gujarat,Mia Lee,@john.smith,791098,494,22910,Fitness Equipment,Neutral,Gujarat,30-45,Female,Twitter,5.181936797
540,Brand33,Pet Supplies,18-25,All,India,Sophia Wilson,@mia.lee,557049,679,20273,Pet Supplies,Neutral,India,18-25,Female,Facebook,5.181936797
541,Brand60,Gadgets,15-24,Female,Haryana,Jane Doe,@jane.doe,871592,467,14736,Gadgets,Negative,Haryana,15-24,Male,TikTok,5.152248883
542,Brand48,Clothing,25-40,Male,West Bengal,Olivia Clark,@mia.lee,899207,780,23581,Clothing,Positive,West Bengal,25-40,Male,Facebook,5.152248883
543,Brand83,Art Supplies,18-30,All,Punjab,Mason White,@mia.lee,707184,989,13162,Art Supplies,Negative,Punjab,18-30,Female,Instagram,5.094074483
544,Brand38,Fitness Equipment,25-40,Female,Haryana,Isabella Moore,@noah.d,128155,88,26056,Fitness Equipment,Neutral,Haryana,25-40,All,Instagram,5.094074483
545,Brand9,Cosmetics,18-30,All,Tamil Nadu,Noah Davis,@isabella.m,999017,546,19895,Cosmetics,Neutral,Tamil Nadu,18-30,All,Facebook,5.071920273
546,Brand54,Food Products,18-28,Female,Uttar Pradesh,Emma Taylor,@sophia.w,357491,871,31456,Food Products,Negative,Uttar Pradesh,18-28,Female,TikTok,5.071920273
547,Brand82,Gaming Products,All,Female,Madhya Pradesh,Emma Taylor,@isabella.m,284207,248,41012,Gaming Products,Negative,Madhya Pradesh,All,Female,YouTube,5.064197237
548,Brand47,Pet Supplies,30-45,All,Punjab,Mia Lee,@noah.d,672772,732,40177,Pet Supplies,Negative,Punjab,30-45,All,Facebook,5.064197237
549,Brand18,Fashion Accessories,All,Female,India,Mason White,@liam.brown,652550,895,6734,Fashion Accessories,Positive,India,All,Male,Instagram,5.059128165
550,Brand97,Cosmetics,40-50,Female,Tamil Nadu,Liam Brown,@sophia.w,902104,84,22325,Cosmetics,Neutral,Tamil Nadu,40-50,All,YouTube,5.059128165
551,Brand94,Eco-friendly Goods,All,All,Bihar,Isabella Moore,@mason.w,748479,577,19818,Eco-friendly Goods,Neutral,Bihar,All,All,TikTok,5.042179523
552,Brand18,Pet Supplies,30-45,Male,Maharashtra,Emma Taylor,@emma.t,756248,476,37556,Pet Supplies,Neutral,Maharashtra,30-45,Male,Twitter,5.042179523
553,Brand15,Clothing,25-34,All,Rajasthan,Olivia Clark,@sophia.w,133073,245,33301,Clothing,Negative,Rajasthan,25-34,Male,TikTok,5.036096504
554,Brand95,Home Appliances,40-50,All,Delhi,Jane Doe,@sophia.w,883838,847,40898,Home Appliances,Negative,Delhi,40-50,Female,Instagram,5.036096504
555,Brand39,Books,40-50,All,Maharashtra,John Smith,@emma.t,605245,814,21494,Books,Neutral,Maharashtra,40-50,All,Facebook,5.030696141
556,Brand24,Pet Supplies,30-45,Female,Kerala,Emma Taylor,@emma.t,579879,428,41676,Pet Supplies,Negative,Kerala,30-45,Female,YouTube,5.030696141
557,Brand34,Home Appliances,18-28,All,Bihar,John Smith,@jane.doe,758891,223,18970,Home Appliances,Neutral,Bihar,18-28,Female,Instagram,5.010829664
558,Brand9,Pet Supplies,25-34,Male,Goa,Mia Lee,@isabella.m,423909,354,24228,Pet Supplies,Positive,Goa,25-34,All,YouTube,5.010829664
559,Brand41,Travel Services,15-24,Male,Tamil Nadu,Jane Doe,@jane.doe,636436,185,40228,Travel Services,Negative,Tamil Nadu,15-24,All,Instagram,4.992029166
560,Brand42,Fashion Accessories,25-40,All,India,Noah Davis,@noah.d,427185,971,17535,Fashion Accessories,Positive,India,25-40,Male,Instagram,4.992029166
561,Brand65,Travel Services,18-30,All,Tamil Nadu,Olivia Clark,@mia.lee,810874,695,7945,Travel Services,Negative,Tamil Nadu,18-30,Female,Twitter,4.983951406
562,Brand55,Gaming Products,All,Male,Bihar,John Smith,@olivia.c,253908,754,8028,Gaming Products,Positive,Bihar,All,All,Facebook,4.983951406
563,Brand60,Smartphones,18-30,Female,Delhi,Olivia Clark,@sophia.w,605812,84,37042,Smartphones,Positive,Delhi,18-30,All,Twitter,4.981883074
564,Brand56,Food Products,All,All,Tamil Nadu,John Smith,@mason.w,243067,911,37806,Food Products,Positive,Tamil Nadu,All,Female,YouTube,4.981883074
565,Brand9,Food Products,15-24,Female,Madhya Pradesh,Liam Brown,@olivia.c,263957,999,30821,Food Products,Positive,Madhya Pradesh,15-24,Female,Twitter,4.967771405
566,Brand54,Cosmetics,15-24,All,Kerala,Isabella Moore,@jane.doe,591266,442,45307,Cosmetics,Neutral,Kerala,15-24,Female,YouTube,4.967771405
567,Brand28,Cosmetics,15-24,All,West Bengal,Olivia Clark,@noah.d,363123,108,17193,Cosmetics,Neutral,West Bengal,15-24,All,TikTok,4.966095778
568,Brand4,Pet Supplies,18-25,All,Uttar Pradesh,Noah Davis,@emma.t,675208,880,45818,Pet Supplies,Positive,Uttar Pradesh,18-25,Male,Facebook,4.966095778
569,Brand12,Smartphones,All,Female,Haryana,John Smith,@sophia.w,499500,520,8500,Smartphones,Positive,Haryana,All,Female,Instagram,4.950673646
570,Brand58,Clothing,25-34,Male,India,Mia Lee,@liam.brown,709360,775,11327,Clothing,Negative,India,25-34,Female,YouTube,4.950673646
571,Brand72,Travel Services,All,All,Haryana,Mia Lee,@liam.brown,972258,163,46424,Travel Services,Neutral,Haryana,All,Female,TikTok,4.945736655
572,Brand46,Gadgets,All,All,Haryana,Isabella Moore,@mason.w,767157,319,33532,Gadgets,Negative,Haryana,All,Female,Facebook,4.945736655
573,Brand29,Pet Supplies,All,All,Uttar Pradesh,Isabella Moore,@emma.t,983989,452,5901,Pet Supplies,Negative,Uttar Pradesh,All,Male,Facebook,4.939685357
574,Brand88,Home Appliances,30-45,Male,Uttar Pradesh,Jane Doe,@jane.doe,296171,707,39602,Home Appliances,Positive,Uttar Pradesh,30-45,All,Instagram,4.939685357
575,Brand11,Cosmetics,40-50,All,Goa,Emma Taylor,@olivia.c,115842,880,10901,Cosmetics,Positive,Goa,40-50,Female,Instagram,4.93842849
576,Brand94,Cosmetics,25-40,Female,Maharashtra,Olivia Clark,@john.smith,662815,383,12491,Cosmetics,Positive,Maharashtra,25-40,Male,Instagram,4.93842849
577,Brand52,Nutrition Products,25-40,Male,Bihar,Isabella Moore,@isabella.m,227962,448,19653,Nutrition Products,Neutral,Bihar,25-40,Female,Facebook,4.932667944
578,Brand1,Nutrition Products,15-24,Male,Madhya Pradesh,Noah Davis,@noah.d,199499,762,13320,Nutrition Products,Neutral,Madhya Pradesh,15-24,Female,TikTok,4.932667944
579,Brand31,Nutrition Products,22-40,Female,Kerala,John Smith,@mason.w,287904,563,27958,Nutrition Products,Negative,Kerala,22-40,Male,Instagram,4.918423504
580,Brand52,Nutrition Products,15-24,All,Punjab,Jane Doe,@liam.brown,374391,347,30908,Nutrition Products,Positive,Punjab,15-24,Female,YouTube,4.918423504
581,Brand59,Home Appliances,18-30,Male,Delhi,Jane Doe,@isabella.m,380312,402,45891,Home Appliances,Positive,Delhi,18-30,Female,TikTok,4.90219359
582,Brand3,Books,18-28,All,Tamil Nadu,Noah Davis,@liam.brown,780636,865,23117,Books,Neutral,Tamil Nadu,18-28,All,TikTok,4.90219359
583,Brand73,Home Appliances,40-50,All,Karnataka,John Smith,@mason.w,537225,302,7033,Home Appliances,Positive,Karnataka,40-50,Female,Facebook,4.899792538
