id,Influencer_name,Handle,Followers,Posts,Likes,Category,Sentiment,audience_location,audience_age,audience_Gender,Platform,Engagement_rate
238,Jane Doe,@mia.lee,735464,496,14323,Nutrition Products,Neutral,Tamil Nadu,30-45,All,Facebook,1.947478055
239,John Smith,@liam.brown,597440,686,31632,Gaming Products,Positive,Maharashtra,18-28,Male,TikTok,5.294590252
240,John Smith,@jane.doe,888674,844,31422,Pet Supplies,Negative,Madhya Pradesh,40-50,Male,Twitter,3.535829787
241,Isabella Moore,@mason.w,855350,120,37134,Art Supplies,Negative,Haryana,18-30,Female,Instagram,4.341380721
242,Mason White,@noah.d,737154,955,31848,Pet Supplies,Neutral,West Bengal,18-30,Male,Facebook,4.320399808
243,Olivia Clark,@mia.lee,705951,91,5831,Food Products,Negative,Punjab,30-45,Female,TikTok,0.825978007
244,Noah Davis,@sophia.w,316087,473,15452,Cosmetics,Neutral,West Bengal,18-30,Female,Instagram,4.888527526
245,Jane Doe,@emma.t,779810,808,32382,Travel Services,Negative,Delhi,All,Female,YouTube,4.15254998
246,Liam Brown,@liam.brown,361581,494,11185,Clothing,Negative,Uttar Pradesh,22-40,Female,TikTok,3.093359441
247,Emma Taylor,@john.smith,151635,289,31774,Clothing,Neutral,Punjab,18-28,Female,TikTok,20.95426518
248,Liam Brown,@emma.t,488259,845,26735,Pet Supplies,Positive,West Bengal,25-40,Male,TikTok,5.475577511
249,Sophia Wilson,@jane.doe,515399,376,39022,Food Products,Positive,Bihar,22-40,Female,YouTube,7.57122152
250,Emma Taylor,@john.smith,677377,394,36937,Eco-friendly Goods,Neutral,Karnataka,All,All,YouTube,5.452945701
251,Olivia Clark,@sophia.w,743166,59,9551,Eco-friendly Goods,Neutral,Haryana,15-24,All,Instagram,1.285177201
252,Mia Lee,@olivia.c,293087,771,15201,Eco-friendly Goods,Negative,Punjab,22-40,Male,Twitter,5.186514584
253,Sophia Wilson,@olivia.c,204844,402,27876,Travel Services,Positive,Rajasthan,15-24,Female,Facebook,13.60840444
254,Liam Brown,@noah.d,950816,815,21809,Cosmetics,Positive,Kerala,25-40,Female,Instagram,2.293714031
255,Mia Lee,@emma.t,930684,841,43024,Fitness Equipment,Negative,Delhi,15-24,Female,TikTok,4.622836537
256,John Smith,@john.smith,687261,84,29095,Eco-friendly Goods,Negative,Karnataka,18-30,Male,YouTube,4.233471709
257,John Smith,@isabella.m,544388,585,22642,Home Appliances,Neutral,India,18-28,Female,Twitter,4.159165889
258,Sophia Wilson,@john.smith,966273,718,8207,Art Supplies,Negative,West Bengal,22-40,Male,TikTok,0.849345889
259,Mason White,@liam.brown,944512,563,34055,Smartphones,Positive,Rajasthan,18-30,Female,Twitter,3.605565625
260,John Smith,@isabella.m,319130,389,15602,Fashion Accessories,Neutral,Bihar,All,Female,Facebook,4.888916742
261,Mia Lee,@olivia.c,758624,140,20168,Fitness Equipment,Positive,Rajasthan,18-28,All,TikTok,2.65849749
262,Olivia Clark,@noah.d,793823,985,8756,Clothing,Negative,Bihar,All,All,TikTok,1.103016667
263,Noah Davis,@liam.brown,830621,641,13413,Pet Supplies,Neutral,Madhya Pradesh,40-50,Female,Facebook,1.614815903
264,Jane Doe,@emma.t,457484,292,26300,Books,Positive,Punjab,25-40,Male,Facebook,5.748834932
265,Emma Taylor,@liam.brown,638749,163,12397,Gadgets,Negative,Uttar Pradesh,18-28,Male,TikTok,1.940824956
266,Mia Lee,@liam.brown,456819,699,12654,Travel Services,Neutral,Gujarat,40-50,Female,YouTube,2.77002489
267,Isabella Moore,@olivia.c,918260,115,10389,Clothing,Negative,Haryana,18-30,Male,Facebook,1.131378912
268,Noah Davis,@emma.t,547038,476,8776,Clothing,Negative,Uttar Pradesh,22-40,Male,Facebook,1.60427612
269,Isabella Moore,@mason.w,496153,954,22773,Cosmetics,Negative,Goa,18-28,Male,Twitter,4.589914805
270,Sophia Wilson,@emma.t,368776,490,18552,Art Supplies,Neutral,Gujarat,40-50,Male,TikTok,5.030696141
271,Sophia Wilson,@liam.brown,774147,507,8011,Pet Supplies,Positive,Bihar,30-45,Female,Facebook,1.034816385
272,Emma Taylor,@mason.w,130978,765,24013,Cosmetics,Positive,Delhi,18-28,All,YouTube,18.33361328
273,Jane Doe,@liam.brown,667168,564,32956,Travel Services,Negative,Maharashtra,40-50,All,YouTube,4.939685357
274,Isabella Moore,@liam.brown,948834,881,21426,Gaming Products,Positive,Punjab,40-50,All,Instagram,2.258139991
275,Isabella Moore,@mason.w,461487,295,27080,Cosmetics,Negative,Punjab,22-40,Male,Facebook,5.867987614
276,Mia Lee,@john.smith,818996,70,9019,Fashion Accessories,Neutral,Rajasthan,22-40,Female,TikTok,1.10122638
277,Olivia Clark,@liam.brown,619147,324,15115,Pet Supplies,Positive,Rajasthan,All,Female,Instagram,2.44126193
278,Isabella Moore,@mia.lee,923535,364,47857,Eco-friendly Goods,Positive,Karnataka,22-40,All,YouTube,5.181936797
279,John Smith,@liam.brown,811862,712,49342,Fitness Equipment,Positive,Haryana,All,Female,TikTok,6.077633884
280,Noah Davis,@isabella.m,225597,240,9051,Books,Neutral,Tamil Nadu,18-30,All,TikTok,4.012021436
281,Isabella Moore,@john.smith,420775,715,39798,Eco-friendly Goods,Neutral,Kerala,All,All,Instagram,9.458261541
282,Emma Taylor,@isabella.m,392846,431,25297,Books,Negative,Maharashtra,All,Male,YouTube,6.439419009
283,Mason White,@emma.t,332032,849,7669,Clothing,Negative,Punjab,22-40,Female,YouTube,2.309717136
284,John Smith,@sophia.w,329323,979,16703,Art Supplies,Neutral,Punjab,18-28,Female,Instagram,5.071920273
285,Jane Doe,@mia.lee,113327,183,25307,Smartphones,Neutral,Madhya Pradesh,40-50,Male,Facebook,22.33095379
286,Olivia Clark,@john.smith,186869,178,31036,Nutrition Products,Neutral,Tamil Nadu,18-30,Male,Instagram,16.60842622
287,Olivia Clark,@jane.doe,533236,685,45252,Home Appliances,Positive,Bihar,18-28,All,Instagram,8.48629875
288,Noah Davis,@jane.doe,417319,295,17427,Art Supplies,Positive,Kerala,All,All,YouTube,4.175942145
289,Mia Lee,@sophia.w,526466,294,39126,Fashion Accessories,Neutral,Maharashtra,25-40,All,Facebook,7.431818959
290,John Smith,@liam.brown,623485,546,15882,Fitness Equipment,Negative,Uttar Pradesh,40-50,All,YouTube,2.547294642
291,John Smith,@jane.doe,878941,950,36868,Fitness Equipment,Negative,India,18-25,All,Facebook,4.194593266
292,John Smith,@sophia.w,223855,702,14157,Cosmetics,Negative,Haryana,25-40,All,TikTok,6.324183065
293,Emma Taylor,@olivia.c,448459,498,11041,Home Appliances,Neutral,Gujarat,30-45,Male,Twitter,2.461986492
294,Isabella Moore,@isabella.m,521378,972,30507,Food Products,Negative,Karnataka,30-45,Female,Twitter,5.851225023
295,Mia Lee,@john.smith,769078,790,42669,Cosmetics,Negative,Gujarat,25-34,Male,Facebook,5.548071847
296,Olivia Clark,@olivia.c,262154,95,42514,Pet Supplies,Neutral,Punjab,40-50,All,TikTok,16.21718532
297,Jane Doe,@liam.brown,761622,402,10759,Gadgets,Positive,Delhi,22-40,All,Facebook,1.412643017
298,John Smith,@emma.t,799151,985,32370,Books,Negative,Bihar,18-25,Male,Facebook,4.050548645
299,Isabella Moore,@jane.doe,623788,663,39517,Food Products,Negative,Madhya Pradesh,25-34,Male,Instagram,6.335004841
300,Jane Doe,@liam.brown,912309,882,24149,Fitness Equipment,Positive,Uttar Pradesh,25-40,All,Twitter,2.647019815
301,John Smith,@emma.t,898029,927,7622,Smartphones,Neutral,Karnataka,18-25,All,Instagram,0.848747646
302,Mia Lee,@noah.d,689505,172,40061,Books,Neutral,Bihar,25-40,Female,Facebook,5.810110151
303,Mia Lee,@jane.doe,459395,727,36594,Clothing,Positive,Bihar,25-34,Male,TikTok,7.965694011
304,Jane Doe,@olivia.c,741846,183,5106,Books,Positive,India,18-25,Male,TikTok,0.688283013
305,Isabella Moore,@mia.lee,314518,101,36005,Books,Positive,Gujarat,All,Female,Facebook,11.44767549
306,Sophia Wilson,@isabella.m,289067,266,40549,Eco-friendly Goods,Positive,Delhi,18-28,Male,Facebook,14.02754379
307,John Smith,@emma.t,534163,126,6790,Fitness Equipment,Positive,Kerala,25-34,Female,YouTube,1.271147571
308,Noah Davis,@isabella.m,330034,258,6686,Art Supplies,Positive,Punjab,18-28,All,Facebook,2.025851882
309,Olivia Clark,@john.smith,724486,447,49898,Pet Supplies,Neutral,Gujarat,25-34,Female,Instagram,6.887365663
310,Mason White,@isabella.m,333209,999,12192,Smartphones,Positive,Haryana,30-45,Male,TikTok,3.658964794
311,Mason White,@mia.lee,605392,448,6606,Books,Neutral,India,40-50,All,TikTok,1.091193805
312,Emma Taylor,@emma.t,491742,221,24256,Books,Neutral,Goa,30-45,Male,Facebook,4.932667944
313,Olivia Clark,@emma.t,630105,604,25163,Eco-friendly Goods,Neutral,Delhi,30-45,Male,Instagram,3.993461407
314,Olivia Clark,@mia.lee,893773,747,43644,Gadgets,Neutral,Maharashtra,25-40,Female,Facebook,4.883119092
315,Olivia Clark,@emma.t,908526,882,42039,Home Appliances,Neutral,Maharashtra,30-45,All,Twitter,4.627165321
316,John Smith,@liam.brown,819292,957,10786,Home Appliances,Positive,Punjab,18-28,All,Twitter,1.316502541
317,Noah Davis,@olivia.c,548833,601,44793,Fashion Accessories,Negative,Haryana,18-28,Female,TikTok,8.161499035
318,Jane Doe,@john.smith,444313,604,11658,Nutrition Products,Positive,Tamil Nadu,18-25,Male,Twitter,2.623825997
319,Mia Lee,@emma.t,690130,209,32486,Fashion Accessories,Positive,Bihar,25-40,Male,TikTok,4.707229073
320,Liam Brown,@noah.d,655688,980,11888,Nutrition Products,Positive,Haryana,18-25,Male,TikTok,1.81305743
321,Jane Doe,@noah.d,905997,287,18896,Nutrition Products,Positive,Tamil Nadu,30-45,Male,YouTube,2.08565812
322,Mason White,@olivia.c,900122,762,38197,Gaming Products,Negative,Goa,15-24,All,Facebook,4.243535876
323,Noah Davis,@isabella.m,910809,729,17347,Home Appliances,Positive,Goa,25-40,All,Facebook,1.904570552
324,Mason White,@mia.lee,548974,116,5068,Fitness Equipment,Negative,Punjab,30-45,Male,TikTok,0.92317669
325,Olivia Clark,@noah.d,725026,418,31380,Nutrition Products,Positive,Delhi,15-24,Male,Facebook,4.328120647
326,John Smith,@olivia.c,887739,540,23132,Cosmetics,Positive,Karnataka,18-28,Female,Instagram,2.605720826
327,Olivia Clark,@mason.w,437237,157,9753,Clothing,Negative,Karnataka,18-30,Female,Twitter,2.230598051
328,Emma Taylor,@jane.doe,823652,293,26356,Cosmetics,Neutral,Tamil Nadu,30-45,Female,TikTok,3.199895101
329,Emma Taylor,@mason.w,382387,339,31206,Nutrition Products,Negative,West Bengal,18-30,Female,Instagram,8.160842288
330,Mia Lee,@liam.brown,603804,535,17263,Books,Positive,Delhi,15-24,All,Instagram,2.859040351
331,Noah Davis,@sophia.w,416450,170,9056,Smartphones,Neutral,Haryana,30-45,All,Facebook,2.174570777
332,Isabella Moore,@john.smith,969595,516,5696,Smartphones,Neutral,Gujarat,22-40,Male,YouTube,0.587461775
333,Liam Brown,@john.smith,504069,570,43090,Fitness Equipment,Negative,Maharashtra,All,All,Facebook,8.548432853
334,Isabella Moore,@isabella.m,762010,97,25555,Nutrition Products,Positive,Haryana,18-25,Female,YouTube,3.35363053
335,Olivia Clark,@sophia.w,274599,525,11962,Travel Services,Negative,India,18-28,All,Twitter,4.35617027
336,Emma Taylor,@olivia.c,651309,486,37113,Fitness Equipment,Neutral,India,15-24,All,YouTube,5.698216975
337,Olivia Clark,@olivia.c,455159,61,9551,Gaming Products,Neutral,Uttar Pradesh,25-40,All,Twitter,2.098387596
338,Emma Taylor,@sophia.w,182020,408,46581,Eco-friendly Goods,Negative,Bihar,18-25,Female,Facebook,25.59114383
339,Mia Lee,@sophia.w,357118,708,9387,Gaming Products,Neutral,Kerala,18-30,All,YouTube,2.628542947
340,Mia Lee,@jane.doe,779541,133,32637,Eco-friendly Goods,Positive,Haryana,18-28,All,Facebook,4.186694478
341,Mia Lee,@sophia.w,751632,503,24657,Smartphones,Positive,Uttar Pradesh,30-45,Female,TikTok,3.280461715
342,Emma Taylor,@mason.w,152402,600,18642,Fitness Equipment,Negative,Bihar,40-50,Male,Instagram,12.23212294
343,Sophia Wilson,@liam.brown,674235,256,12401,Eco-friendly Goods,Neutral,Haryana,25-40,Female,Facebook,1.839269691
344,Sophia Wilson,@mason.w,297896,466,35197,Art Supplies,Neutral,Tamil Nadu,25-40,Male,Twitter,11.81519725
345,Emma Taylor,@mason.w,362122,664,20815,Clothing,Negative,West Bengal,18-25,Female,Facebook,5.748062808
346,Mia Lee,@liam.brown,876872,460,24581,Clothing,Neutral,Tamil Nadu,18-30,Male,YouTube,2.803259769
347,Mia Lee,@noah.d,910789,165,38300,Fitness Equipment,Neutral,Delhi,18-28,Female,YouTube,4.205145209
348,Noah Davis,@noah.d,698258,811,30613,Art Supplies,Neutral,Madhya Pradesh,18-30,Female,Twitter,4.384196099
349,Mia Lee,@emma.t,123087,458,9973,Fitness Equipment,Negative,West Bengal,25-40,Male,Twitter,8.102399116
350,Olivia Clark,@emma.t,675046,833,21446,Fitness Equipment,Negative,Kerala,15-24,All,Facebook,3.176968681
351,Jane Doe,@isabella.m,479899,167,37963,Pet Supplies,Positive,Goa,25-34,All,Facebook,7.91062286
352,John Smith,@mason.w,951867,402,33146,Home Appliances,Neutral,Kerala,25-40,Female,Facebook,3.482209174
353,Noah Davis,@emma.t,711786,755,10711,Fitness Equipment,Neutral,Karnataka,15-24,Female,Twitter,1.50480622
354,Mason White,@mia.lee,199021,664,9662,Fashion Accessories,Negative,Rajasthan,30-45,Female,Twitter,4.85476407
355,Isabella Moore,@isabella.m,265396,285,40858,Books,Negative,Goa,18-30,Male,Instagram,15.39510769
356,Noah Davis,@isabella.m,205613,234,38231,Travel Services,Neutral,Rajasthan,15-24,All,TikTok,18.59366869
357,Olivia Clark,@olivia.c,667331,854,12205,Home Appliances,Negative,Bihar,18-30,Male,Twitter,1.828927474
358,Noah Davis,@sophia.w,829595,802,26198,Pet Supplies,Negative,Tamil Nadu,18-28,All,YouTube,3.157926458
359,Liam Brown,@sophia.w,247135,644,36031,Gadgets,Neutral,Gujarat,25-40,All,YouTube,14.57948085
360,Mason White,@emma.t,204842,561,30352,Gaming Products,Negative,Punjab,18-28,All,Instagram,14.8172738
361,Noah Davis,@sophia.w,934674,402,21054,Gadgets,Positive,Goa,30-45,All,YouTube,2.252550087
362,John Smith,@noah.d,134858,647,43179,Food Products,Neutral,Madhya Pradesh,30-45,Male,YouTube,32.01812277
363,Olivia Clark,@mia.lee,596521,681,30209,Home Appliances,Positive,Karnataka,All,Female,YouTube,5.064197237
364,Jane Doe,@mason.w,316966,760,44762,Pet Supplies,Positive,Rajasthan,22-40,Male,YouTube,14.1220194
365,Olivia Clark,@mia.lee,147730,316,38644,Gadgets,Positive,Madhya Pradesh,All,Female,Instagram,26.15853246
366,Mia Lee,@mia.lee,832903,320,36357,Gadgets,Neutral,Goa,40-50,Female,Twitter,4.365094135
367,Liam Brown,@liam.brown,165373,924,40811,Art Supplies,Neutral,Kerala,18-25,All,YouTube,24.67815181
368,Noah Davis,@mia.lee,386459,456,14866,Home Appliances,Negative,Madhya Pradesh,18-28,Female,Instagram,3.846721127
369,Jane Doe,@liam.brown,154857,586,18721,Travel Services,Positive,West Bengal,22-40,Female,YouTube,12.08921779
370,John Smith,@emma.t,500887,966,22886,Home Appliances,Negative,West Bengal,25-34,Male,YouTube,4.569094426
371,Emma Taylor,@olivia.c,942599,213,20270,Nutrition Products,Neutral,Gujarat,15-24,Female,Instagram,2.150437249
372,John Smith,@sophia.w,511336,678,31462,Smartphones,Neutral,Madhya Pradesh,18-25,All,YouTube,6.152901419
373,John Smith,@jane.doe,701417,562,29474,Eco-friendly Goods,Negative,Karnataka,22-40,Male,Instagram,4.202065248
374,Isabella Moore,@john.smith,285655,151,34453,Gaming Products,Positive,Bihar,18-25,All,YouTube,12.06105267
375,Emma Taylor,@mason.w,734976,755,15480,Gaming Products,Positive,Haryana,All,Male,TikTok,2.106191223
376,Olivia Clark,@emma.t,757146,255,42208,Art Supplies,Neutral,Maharashtra,30-45,Female,Twitter,5.57461837
377,Sophia Wilson,@liam.brown,474961,972,42776,Fitness Equipment,Neutral,India,30-45,Female,Instagram,9.006213142
378,Emma Taylor,@jane.doe,917096,956,17977,Food Products,Negative,Madhya Pradesh,15-24,All,TikTok,1.960209182
379,Emma Taylor,@emma.t,993393,859,20747,Fashion Accessories,Positive,Tamil Nadu,25-40,Female,Facebook,2.088498711
380,Noah Davis,@emma.t,598821,657,23243,Books,Neutral,Punjab,18-28,Female,Instagram,3.881460403
381,Sophia Wilson,@mason.w,496517,374,27868,Home Appliances,Neutral,Maharashtra,25-40,Female,YouTube,5.612698055
382,Jane Doe,@sophia.w,780380,931,18582,Gaming Products,Positive,Goa,25-40,Female,YouTube,2.381147646
383,Mason White,@olivia.c,977252,844,38756,Gaming Products,Negative,Kerala,18-30,All,Instagram,3.965814345
384,Jane Doe,@liam.brown,765658,74,19857,Home Appliances,Positive,Maharashtra,25-40,Male,Facebook,2.593455564
385,Liam Brown,@mason.w,165325,718,37377,Clothing,Positive,West Bengal,18-28,Male,Facebook,22.60819598
386,Emma Taylor,@john.smith,799178,564,34945,Gadgets,Positive,Maharashtra,40-50,Male,Facebook,4.372617865
387,Sophia Wilson,@sophia.w,475108,368,9304,Gaming Products,Positive,Delhi,18-25,Female,Instagram,1.958291588
388,Mason White,@olivia.c,343755,649,9040,Nutrition Products,Negative,Karnataka,All,Male,TikTok,2.62977993
389,Olivia Clark,@olivia.c,801356,953,30047,Smartphones,Negative,West Bengal,15-24,Female,Twitter,3.749519564
390,Isabella Moore,@liam.brown,361648,495,33182,Smartphones,Negative,Tamil Nadu,18-25,All,YouTube,9.175220104
391,Sophia Wilson,@john.smith,569514,542,12773,Home Appliances,Neutral,India,18-30,Female,Facebook,2.242789466
392,John Smith,@emma.t,854901,53,20626,Cosmetics,Positive,Karnataka,25-34,Male,Twitter,2.412677023
393,Jane Doe,@sophia.w,491208,574,26946,Food Products,Positive,Bihar,15-24,Male,YouTube,5.485659843
394,Sophia Wilson,@olivia.c,500381,657,11725,Eco-friendly Goods,Neutral,Punjab,40-50,All,Facebook,2.343214471
395,Mia Lee,@olivia.c,827014,396,14554,Gadgets,Positive,Madhya Pradesh,25-40,All,Instagram,1.759825106
396,Jane Doe,@mia.lee,545947,569,39009,Smartphones,Neutral,Tamil Nadu,All,Male,Twitter,7.145199076
397,Olivia Clark,@mia.lee,687561,210,36444,Food Products,Positive,Haryana,25-34,Female,Twitter,5.300475158
398,Jane Doe,@sophia.w,460219,870,31862,Books,Negative,India,18-25,Male,YouTube,6.923225682
399,Mia Lee,@isabella.m,550128,911,34507,Fashion Accessories,Negative,Maharashtra,All,Male,YouTube,6.272540209
400,Emma Taylor,@john.smith,101226,375,47694,Travel Services,Positive,Goa,18-28,Male,Twitter,47.11635351
401,Noah Davis,@sophia.w,462550,567,11428,Clothing,Negative,Gujarat,30-45,All,Facebook,2.470651821
402,John Smith,@jane.doe,195584,903,45192,Eco-friendly Goods,Neutral,Maharashtra,25-40,Male,Twitter,23.10618455
403,Liam Brown,@emma.t,190558,754,12057,Fashion Accessories,Negative,Punjab,18-30,Female,TikTok,6.327207464
404,Liam Brown,@mason.w,924689,488,37264,Pet Supplies,Positive,Maharashtra,15-24,All,Instagram,4.029895457
405,Liam Brown,@jane.doe,313230,902,29542,Gaming Products,Neutral,Delhi,25-34,All,TikTok,9.43140823
406,John Smith,@jane.doe,227194,874,17615,Fashion Accessories,Negative,Rajasthan,15-24,Male,Instagram,7.753285738
407,Olivia Clark,@olivia.c,267206,396,6087,Smartphones,Neutral,Goa,All,All,Twitter,2.278017709
408,John Smith,@john.smith,102032,344,14344,Fashion Accessories,Positive,Kerala,18-25,All,Twitter,14.05833464
409,Isabella Moore,@jane.doe,553666,781,41764,Gadgets,Negative,Delhi,18-28,All,Twitter,7.54317585
410,Isabella Moore,@liam.brown,675028,362,41112,Eco-friendly Goods,Neutral,Bihar,25-34,Male,YouTube,6.090414027
411,Mason White,@john.smith,951799,268,40259,Smartphones,Positive,India,15-24,Male,TikTok,4.229779607
412,Isabella Moore,@sophia.w,382736,982,17702,Nutrition Products,Neutral,Uttar Pradesh,25-34,All,TikTok,4.625120187
413,John Smith,@emma.t,555393,537,20900,Fitness Equipment,Neutral,Haryana,30-45,All,Instagram,3.763101083
414,Olivia Clark,@olivia.c,878168,895,12607,Gadgets,Positive,India,30-45,All,YouTube,1.435602299
415,Emma Taylor,@mia.lee,516678,579,7871,Gadgets,Positive,Tamil Nadu,All,Female,Twitter,1.523385939
416,Sophia Wilson,@noah.d,762063,83,15554,Home Appliances,Negative,Tamil Nadu,18-25,All,Twitter,2.041038602
417,Olivia Clark,@mia.lee,399544,699,38867,Books,Neutral,Karnataka,22-40,Male,YouTube,9.727839737
418,John Smith,@isabella.m,432943,832,25045,Fitness Equipment,Neutral,Karnataka,18-30,All,YouTube,5.784826178
419,John Smith,@noah.d,920827,854,31458,Travel Services,Positive,Delhi,18-25,All,Twitter,3.41627689
420,Mia Lee,@olivia.c,617963,551,17846,Eco-friendly Goods,Negative,Haryana,30-45,All,Instagram,2.887875164
421,Mason White,@mason.w,552510,998,39245,Art Supplies,Positive,Delhi,40-50,Male,Twitter,7.103038859
422,Mason White,@mia.lee,819865,249,8677,Food Products,Neutral,Karnataka,All,All,Twitter,1.058344971
423,Emma Taylor,@isabella.m,485740,413,10976,Smartphones,Negative,Uttar Pradesh,18-25,Female,TikTok,2.259645078
424,Olivia Clark,@noah.d,242215,515,45666,Eco-friendly Goods,Negative,Maharashtra,30-45,Female,Facebook,18.85349793
425,John Smith,@noah.d,854307,919,11157,Clothing,Positive,Delhi,40-50,Male,Facebook,1.305970804
426,Jane Doe,@liam.brown,757851,126,26515,Smartphones,Positive,Punjab,18-30,Male,YouTube,3.498708849
427,Sophia Wilson,@mason.w,900011,472,22724,Cosmetics,Neutral,Haryana,22-40,All,Twitter,2.52485803
428,Olivia Clark,@noah.d,770820,385,18691,Travel Services,Positive,Madhya Pradesh,25-40,Female,Twitter,2.424820321
429,John Smith,@jane.doe,417468,452,16940,Fitness Equipment,Negative,India,18-25,Male,Twitter,4.057796047
430,John Smith,@emma.t,629325,554,9951,Eco-friendly Goods,Negative,Karnataka,22-40,Male,Facebook,1.581217972
431,Olivia Clark,@mia.lee,831375,877,18750,Travel Services,Negative,Tamil Nadu,25-34,All,TikTok,2.255299955
432,Noah Davis,@isabella.m,396057,483,34186,Books,Positive,India,All,Male,TikTok,8.631585858
433,Olivia Clark,@emma.t,435460,165,36404,Pet Supplies,Neutral,Delhi,25-34,All,Instagram,8.359895283
434,Mason White,@liam.brown,676908,140,41818,Cosmetics,Negative,Goa,18-25,Male,Facebook,6.177796687
435,Emma Taylor,@liam.brown,651949,846,20266,Nutrition Products,Negative,Tamil Nadu,40-50,Male,Facebook,3.10852536
436,Mason White,@sophia.w,324344,754,37961,Art Supplies,Negative,Madhya Pradesh,18-25,Female,Instagram,11.70393163
437,John Smith,@emma.t,892499,464,36012,Art Supplies,Negative,Maharashtra,18-30,Male,Facebook,4.034962504
438,Emma Taylor,@mason.w,621645,712,26196,Fitness Equipment,Negative,Gujarat,25-40,Female,Instagram,4.213980648
439,Olivia Clark,@noah.d,831103,456,22122,Gaming Products,Positive,Madhya Pradesh,25-40,Female,Twitter,2.661763945
440,Mason White,@olivia.c,887789,435,5486,Clothing,Negative,Delhi,30-45,Male,Facebook,0.617939623
441,Mason White,@jane.doe,553555,134,7528,Pet Supplies,Negative,Maharashtra,18-30,Female,Facebook,1.359937134
442,Isabella Moore,@mia.lee,510149,372,41111,Fashion Accessories,Negative,Uttar Pradesh,18-30,All,Twitter,8.058626009
443,Sophia Wilson,@sophia.w,724144,478,23886,Smartphones,Neutral,Goa,40-50,Male,Facebook,3.298515212
444,John Smith,@noah.d,574454,269,28369,Smartphones,Positive,Kerala,18-25,All,Facebook,4.93842849
445,Mia Lee,@isabella.m,858130,444,37279,Fitness Equipment,Positive,Madhya Pradesh,25-40,Female,Instagram,4.344213581
446,Mason White,@sophia.w,675396,217,47163,Gadgets,Positive,Haryana,22-40,Male,Twitter,6.983014409
447,Mia Lee,@sophia.w,648526,482,31792,Smartphones,Negative,India,18-25,Female,YouTube,4.90219359
448,Emma Taylor,@john.smith,235065,520,18679,Clothing,Negative,Maharashtra,15-24,Male,Instagram,7.946312722
449,Liam Brown,@liam.brown,107671,316,34144,Art Supplies,Neutral,Haryana,30-45,Female,Twitter,31.71141719
450,Mia Lee,@mia.lee,773274,364,32788,Nutrition Products,Positive,West Bengal,15-24,Female,Twitter,4.240152908
451,Sophia Wilson,@noah.d,159430,683,19567,Cosmetics,Neutral,Maharashtra,22-40,Female,Instagram,12.27309791
452,Isabella Moore,@liam.brown,731303,722,13367,Smartphones,Positive,India,25-34,All,Facebook,1.827833333
453,Mason White,@mia.lee,699006,732,35026,Fitness Equipment,Neutral,Bihar,30-45,All,YouTube,5.010829664
454,Sophia Wilson,@mia.lee,322963,412,29089,Fitness Equipment,Negative,Goa,18-28,Male,Facebook,9.006914105
455,Emma Taylor,@jane.doe,415339,324,17499,Fitness Equipment,Neutral,Haryana,25-34,All,YouTube,4.213184892
456,Olivia Clark,@mia.lee,460821,181,49215,Gadgets,Negative,Uttar Pradesh,18-25,Male,Twitter,10.67985183
457,Jane Doe,@noah.d,438496,573,34577,Smartphones,Neutral,India,15-24,All,YouTube,7.885362694
458,Liam Brown,@isabella.m,426565,491,17133,Food Products,Positive,Uttar Pradesh,22-40,All,Instagram,4.016503933
459,Mason White,@emma.t,498867,899,29686,Home Appliances,Positive,Rajasthan,15-24,Female,YouTube,5.950684251
460,Sophia Wilson,@noah.d,822676,939,37935,Travel Services,Positive,Gujarat,18-30,Male,Facebook,4.611171348
461,Jane Doe,@emma.t,360856,388,21660,Gaming Products,Neutral,Kerala,18-28,Female,YouTube,6.002394307
462,John Smith,@olivia.c,578233,672,33585,Fashion Accessories,Negative,Madhya Pradesh,All,Female,YouTube,5.80821226
463,Noah Davis,@jane.doe,468178,75,40433,Fashion Accessories,Negative,India,18-30,Male,TikTok,8.636245189
464,Jane Doe,@olivia.c,596876,169,6843,Clothing,Negative,Rajasthan,22-40,All,YouTube,1.146469283
465,Mia Lee,@john.smith,535642,824,47249,Books,Negative,Haryana,30-45,All,Instagram,8.821003581
466,Sophia Wilson,@isabella.m,549257,596,26682,Clothing,Neutral,Delhi,18-25,All,Twitter,4.857835221
467,John Smith,@emma.t,900292,320,43948,Fitness Equipment,Negative,Maharashtra,18-28,All,Instagram,4.881527327
468,Sophia Wilson,@liam.brown,666395,917,19512,Books,Negative,Kerala,25-34,Female,TikTok,2.927993157
469,John Smith,@john.smith,684591,769,23780,Home Appliances,Negative,Bihar,18-28,Male,TikTok,3.473606869
470,Olivia Clark,@sophia.w,641938,623,39625,Food Products,Neutral,Gujarat,40-50,All,YouTube,6.172714499
471,Emma Taylor,@mia.lee,472602,50,39946,Smartphones,Neutral,Madhya Pradesh,25-34,Male,Twitter,8.452355259
472,Mason White,@emma.t,269568,413,6643,Clothing,Positive,Punjab,40-50,All,YouTube,2.464313272
473,Jane Doe,@noah.d,822600,577,13146,Art Supplies,Neutral,Goa,18-30,Male,YouTube,1.598103574
474,Emma Taylor,@john.smith,622651,639,45482,Food Products,Neutral,Karnataka,30-45,All,Twitter,7.304573509
475,Olivia Clark,@mason.w,634069,59,12889,Smartphones,Negative,Delhi,18-25,All,TikTok,2.03274407
