id,Influencer_name,Handle,Followers,Posts,Likes,Category,Sentiment,audience_location,audience_age,audience_gender,Platform,Engagement_rate
238,Jane Doe,@mia.lee,735464,496,14323,Nutrition Products,Neutral,Tamil Nadu,30-45,All,Facebook,9.006213142
239,John Smith,@liam.brown,597440,686,31632,Gaming Products,Positive,Maharashtra,18-28,Male,TikTok,8.901950483
240,John Smith,@jane.doe,888674,844,31422,Pet Supplies,Negative,Madhya Pradesh,40-50,Male,Twitter,8.901950483
241,Isabella Moore,@mason.w,855350,120,37134,Art Supplies,Negative,Haryana,18-30,Female,Instagram,8.892442725
242,Mason White,@noah.d,737154,955,31848,Pet Supplies,Neutral,West Bengal,18-30,Male,Facebook,8.892442725
243,Olivia Clark,@mia.lee,705951,91,5831,Food Products,Negative,Punjab,30-45,Female,TikTok,8.821003581
244,Noah Davis,@sophia.w,316087,473,15452,Cosmetics,Neutral,West Bengal,18-30,Female,Instagram,8.821003581
245,Jane Doe,@emma.t,779810,808,32382,Travel Services,Negative,Delhi,All,Female,YouTube,8.799102635
246,Liam Brown,@liam.brown,361581,494,11185,Clothing,Negative,Uttar Pradesh,22-40,Female,TikTok,8.799102635
247,Emma Taylor,@john.smith,151635,289,31774,Clothing,Neutral,Punjab,18-28,Female,TikTok,8.774662414
248,Liam Brown,@emma.t,488259,845,26735,Pet Supplies,Positive,West Bengal,25-40,Male,TikTok,8.774662414
249,Sophia Wilson,@jane.doe,515399,376,39022,Food Products,Positive,Bihar,22-40,Female,YouTube,8.740564825
250,Emma Taylor,@john.smith,677377,394,36937,Eco-friendly Goods,Neutral,Karnataka,All,All,YouTube,8.740564825
251,Olivia Clark,@sophia.w,743166,59,9551,Eco-friendly Goods,Neutral,Haryana,15-24,All,Instagram,8.664739341
252,Mia Lee,@olivia.c,293087,771,15201,Eco-friendly Goods,Negative,Punjab,22-40,Male,Twitter,8.664739341
253,Sophia Wilson,@olivia.c,204844,402,27876,Travel Services,Positive,Rajasthan,15-24,Female,Facebook,8.660881865
254,Liam Brown,@noah.d,950816,815,21809,Cosmetics,Positive,Kerala,25-40,Female,Instagram,8.660881865
255,Mia Lee,@emma.t,930684,841,43024,Fitness Equipment,Negative,Delhi,15-24,Female,TikTok,8.650997146
256,John Smith,@john.smith,687261,84,29095,Eco-friendly Goods,Negative,Karnataka,18-30,Male,YouTube,8.650997146
257,John Smith,@isabella.m,544388,585,22642,Home Appliances,Neutral,India,18-28,Female,Twitter,8.636245189
258,Sophia Wilson,@john.smith,966273,718,8207,Art Supplies,Negative,West Bengal,22-40,Male,TikTok,8.636245189
259,Mason White,@liam.brown,944512,563,34055,Smartphones,Positive,Rajasthan,18-30,Female,Twitter,8.631585858
260,John Smith,@isabella.m,319130,389,15602,Fashion Accessories,Neutral,Bihar,All,Female,Facebook,8.631585858
261,Mia Lee,@olivia.c,758624,140,20168,Fitness Equipment,Positive,Rajasthan,18-28,All,TikTok,8.621173704
262,Olivia Clark,@noah.d,793823,985,8756,Clothing,Negative,Bihar,All,All,TikTok,8.621173704
263,Noah Davis,@liam.brown,830621,641,13413,Pet Supplies,Neutral,Madhya Pradesh,40-50,Female,Facebook,8.548432853
264,Jane Doe,@emma.t,457484,292,26300,Books,Positive,Punjab,25-40,Male,Facebook,8.548432853
265,Emma Taylor,@liam.brown,638749,163,12397,Gadgets,Negative,Uttar Pradesh,18-28,Male,TikTok,8.494948719
266,Mia Lee,@liam.brown,456819,699,12654,Travel Services,Neutral,Gujarat,40-50,Female,YouTube,8.494948719
267,Isabella Moore,@olivia.c,918260,115,10389,Clothing,Negative,Haryana,18-30,Male,Facebook,8.48629875
268,Noah Davis,@emma.t,547038,476,8776,Clothing,Negative,Uttar Pradesh,22-40,Male,Facebook,8.48629875
269,Isabella Moore,@mason.w,496153,954,22773,Cosmetics,Negative,Goa,18-28,Male,Twitter,8.452355259
270,Sophia Wilson,@emma.t,368776,490,18552,Art Supplies,Neutral,Gujarat,40-50,Male,TikTok,8.452355259
271,Sophia Wilson,@liam.brown,774147,507,8011,Pet Supplies,Positive,Bihar,30-45,Female,Facebook,8.40688181
272,Emma Taylor,@mason.w,130978,765,24013,Cosmetics,Positive,Delhi,18-28,All,YouTube,8.40688181
273,Jane Doe,@liam.brown,667168,564,32956,Travel Services,Negative,Maharashtra,40-50,All,YouTube,8.359895283
274,Isabella Moore,@liam.brown,948834,881,21426,Gaming Products,Positive,Punjab,40-50,All,Instagram,8.359895283
275,Isabella Moore,@mason.w,461487,295,27080,Cosmetics,Negative,Punjab,22-40,Male,Facebook,8.340114055
276,Mia Lee,@john.smith,818996,70,9019,Fashion Accessories,Neutral,Rajasthan,22-40,Female,TikTok,8.340114055
277,Olivia Clark,@liam.brown,619147,324,15115,Pet Supplies,Positive,Rajasthan,All,Female,Instagram,8.321380216
278,Isabella Moore,@mia.lee,923535,364,47857,Eco-friendly Goods,Positive,Karnataka,22-40,All,YouTube,8.321380216
279,John Smith,@liam.brown,811862,712,49342,Fitness Equipment,Positive,Haryana,All,Female,TikTok,8.268783948
280,Noah Davis,@isabella.m,225597,240,9051,Books,Neutral,Tamil Nadu,18-30,All,TikTok,8.268783948
281,Isabella Moore,@john.smith,420775,715,39798,Eco-friendly Goods,Neutral,Kerala,All,All,Instagram,8.255540331
282,Emma Taylor,@isabella.m,392846,431,25297,Books,Negative,Maharashtra,All,Male,YouTube,8.255540331
283,Mason White,@emma.t,332032,849,7669,Clothing,Negative,Punjab,22-40,Female,YouTube,8.212403904
284,John Smith,@sophia.w,329323,979,16703,Art Supplies,Neutral,Punjab,18-28,Female,Instagram,8.212403904
285,Jane Doe,@mia.lee,113327,183,25307,Smartphones,Neutral,Madhya Pradesh,40-50,Male,Facebook,8.185598339
286,Olivia Clark,@john.smith,186869,178,31036,Nutrition Products,Neutral,Tamil Nadu,18-30,Male,Instagram,8.185598339
287,Olivia Clark,@jane.doe,533236,685,45252,Home Appliances,Positive,Bihar,18-28,All,Instagram,8.181566923
288,Noah Davis,@jane.doe,417319,295,17427,Art Supplies,Positive,Kerala,All,All,YouTube,8.181566923
289,Mia Lee,@sophia.w,526466,294,39126,Fashion Accessories,Neutral,Maharashtra,25-40,All,Facebook,8.161499035
290,John Smith,@liam.brown,623485,546,15882,Fitness Equipment,Negative,Uttar Pradesh,40-50,All,YouTube,8.161499035
291,John Smith,@jane.doe,878941,950,36868,Fitness Equipment,Negative,India,18-25,All,Facebook,8.160842288
292,John Smith,@sophia.w,223855,702,14157,Cosmetics,Negative,Haryana,25-40,All,TikTok,8.160842288
293,Emma Taylor,@olivia.c,448459,498,11041,Home Appliances,Neutral,Gujarat,30-45,Male,Twitter,8.159810947
294,Isabella Moore,@isabella.m,521378,972,30507,Food Products,Negative,Karnataka,30-45,Female,Twitter,8.159810947
295,Mia Lee,@john.smith,769078,790,42669,Cosmetics,Negative,Gujarat,25-34,Male,Facebook,8.103879776
296,Olivia Clark,@olivia.c,262154,95,42514,Pet Supplies,Neutral,Punjab,40-50,All,TikTok,8.103879776
297,Jane Doe,@liam.brown,761622,402,10759,Gadgets,Positive,Delhi,22-40,All,Facebook,8.102399116
298,John Smith,@emma.t,799151,985,32370,Books,Negative,Bihar,18-25,Male,Facebook,8.102399116
299,Isabella Moore,@jane.doe,623788,663,39517,Food Products,Negative,Madhya Pradesh,25-34,Male,Instagram,8.087476932
300,Jane Doe,@liam.brown,912309,882,24149,Fitness Equipment,Positive,Uttar Pradesh,25-40,All,Twitter,8.087476932
301,John Smith,@emma.t,898029,927,7622,Smartphones,Neutral,Karnataka,18-25,All,Instagram,8.085770214
302,Mia Lee,@noah.d,689505,172,40061,Books,Neutral,Bihar,25-40,Female,Facebook,8.085770214
303,Mia Lee,@jane.doe,459395,727,36594,Clothing,Positive,Bihar,25-34,Male,TikTok,8.064877284
304,Jane Doe,@olivia.c,741846,183,5106,Books,Positive,India,18-25,Male,TikTok,8.064877284
305,Isabella Moore,@mia.lee,314518,101,36005,Books,Positive,Gujarat,All,Female,Facebook,8.058626009
306,Sophia Wilson,@isabella.m,289067,266,40549,Eco-friendly Goods,Positive,Delhi,18-28,Male,Facebook,8.058626009
307,John Smith,@emma.t,534163,126,6790,Fitness Equipment,Positive,Kerala,25-34,Female,YouTube,7.980646948
308,Noah Davis,@isabella.m,330034,258,6686,Art Supplies,Positive,Punjab,18-28,All,Facebook,7.980646948
309,Olivia Clark,@john.smith,724486,447,49898,Pet Supplies,Neutral,Gujarat,25-34,Female,Instagram,7.965694011
310,Mason White,@isabella.m,333209,999,12192,Smartphones,Positive,Haryana,30-45,Male,TikTok,7.965694011
311,Mason White,@mia.lee,605392,448,6606,Books,Neutral,India,40-50,All,TikTok,7.946312722
312,Emma Taylor,@emma.t,491742,221,24256,Books,Neutral,Goa,30-45,Male,Facebook,7.946312722
313,Olivia Clark,@emma.t,630105,604,25163,Eco-friendly Goods,Neutral,Delhi,30-45,Male,Instagram,7.929462469
314,Olivia Clark,@mia.lee,893773,747,43644,Gadgets,Neutral,Maharashtra,25-40,Female,Facebook,7.929462469
315,Olivia Clark,@emma.t,908526,882,42039,Home Appliances,Neutral,Maharashtra,30-45,All,Twitter,7.91062286
316,John Smith,@liam.brown,819292,957,10786,Home Appliances,Positive,Punjab,18-28,All,Twitter,7.91062286
317,Noah Davis,@olivia.c,548833,601,44793,Fashion Accessories,Negative,Haryana,18-28,Female,TikTok,7.885362694
318,Jane Doe,@john.smith,444313,604,11658,Nutrition Products,Positive,Tamil Nadu,18-25,Male,Twitter,7.885362694
319,Mia Lee,@emma.t,690130,209,32486,Fashion Accessories,Positive,Bihar,25-40,Male,TikTok,7.877118065
320,Liam Brown,@noah.d,655688,980,11888,Nutrition Products,Positive,Haryana,18-25,Male,TikTok,7.877118065
321,Jane Doe,@noah.d,905997,287,18896,Nutrition Products,Positive,Tamil Nadu,30-45,Male,YouTube,7.845955267
322,Mason White,@olivia.c,900122,762,38197,Gaming Products,Negative,Goa,15-24,All,Facebook,7.845955267
323,Noah Davis,@isabella.m,910809,729,17347,Home Appliances,Positive,Goa,25-40,All,Facebook,7.753285738
324,Mason White,@mia.lee,548974,116,5068,Fitness Equipment,Negative,Punjab,30-45,Male,TikTok,7.753285738
325,Olivia Clark,@noah.d,725026,418,31380,Nutrition Products,Positive,Delhi,15-24,Male,Facebook,7.745134071
326,John Smith,@olivia.c,887739,540,23132,Cosmetics,Positive,Karnataka,18-28,Female,Instagram,7.745134071
327,Olivia Clark,@mason.w,437237,157,9753,Clothing,Negative,Karnataka,18-30,Female,Twitter,7.73405489
328,Emma Taylor,@jane.doe,823652,293,26356,Cosmetics,Neutral,Tamil Nadu,30-45,Female,TikTok,7.73405489
329,Emma Taylor,@mason.w,382387,339,31206,Nutrition Products,Negative,West Bengal,18-30,Female,Instagram,7.688852138
330,Mia Lee,@liam.brown,603804,535,17263,Books,Positive,Delhi,15-24,All,Instagram,7.688852138
331,Noah Davis,@sophia.w,416450,170,9056,Smartphones,Neutral,Haryana,30-45,All,Facebook,7.681326043
332,Isabella Moore,@john.smith,969595,516,5696,Smartphones,Neutral,Gujarat,22-40,Male,YouTube,7.681326043
333,Liam Brown,@john.smith,504069,570,43090,Fitness Equipment,Negative,Maharashtra,All,All,Facebook,7.662710185
334,Isabella Moore,@isabella.m,762010,97,25555,Nutrition Products,Positive,Haryana,18-25,Female,YouTube,7.662710185
335,Olivia Clark,@sophia.w,274599,525,11962,Travel Services,Negative,India,18-28,All,Twitter,7.633226366
336,Emma Taylor,@olivia.c,651309,486,37113,Fitness Equipment,Neutral,India,15-24,All,YouTube,7.633226366
337,Olivia Clark,@olivia.c,455159,61,9551,Gaming Products,Neutral,Uttar Pradesh,25-40,All,Twitter,7.614922755
338,Emma Taylor,@sophia.w,182020,408,46581,Eco-friendly Goods,Negative,Bihar,18-25,Female,Facebook,7.614922755
339,Mia Lee,@sophia.w,357118,708,9387,Gaming Products,Neutral,Kerala,18-30,All,YouTube,7.602211703
340,Mia Lee,@jane.doe,779541,133,32637,Eco-friendly Goods,Positive,Haryana,18-28,All,Facebook,7.602211703
341,Mia Lee,@sophia.w,751632,503,24657,Smartphones,Positive,Uttar Pradesh,30-45,Female,TikTok,7.57122152
342,Emma Taylor,@mason.w,152402,600,18642,Fitness Equipment,Negative,Bihar,40-50,Male,Instagram,7.57122152
343,Sophia Wilson,@liam.brown,674235,256,12401,Eco-friendly Goods,Neutral,Haryana,25-40,Female,Facebook,7.569355664
344,Sophia Wilson,@mason.w,297896,466,35197,Art Supplies,Neutral,Tamil Nadu,25-40,Male,Twitter,7.569355664
345,Emma Taylor,@mason.w,362122,664,20815,Clothing,Negative,West Bengal,18-25,Female,Facebook,7.54317585
346,Mia Lee,@liam.brown,876872,460,24581,Clothing,Neutral,Tamil Nadu,18-30,Male,YouTube,7.54317585
347,Mia Lee,@noah.d,910789,165,38300,Fitness Equipment,Neutral,Delhi,18-28,Female,YouTube,7.52407027
348,Noah Davis,@noah.d,698258,811,30613,Art Supplies,Neutral,Madhya Pradesh,18-30,Female,Twitter,7.52407027
349,Mia Lee,@emma.t,123087,458,9973,Fitness Equipment,Negative,West Bengal,25-40,Male,Twitter,7.516511286
350,Olivia Clark,@emma.t,675046,833,21446,Fitness Equipment,Negative,Kerala,15-24,All,Facebook,7.516511286
351,Jane Doe,@isabella.m,479899,167,37963,Pet Supplies,Positive,Goa,25-34,All,Facebook,7.476369028
352,John Smith,@mason.w,951867,402,33146,Home Appliances,Neutral,Kerala,25-40,Female,Facebook,7.476369028
353,Noah Davis,@emma.t,711786,755,10711,Fitness Equipment,Neutral,Karnataka,15-24,Female,Twitter,7.469539114
354,Mason White,@mia.lee,199021,664,9662,Fashion Accessories,Negative,Rajasthan,30-45,Female,Twitter,7.469539114
355,Isabella Moore,@isabella.m,265396,285,40858,Books,Negative,Goa,18-30,Male,Instagram,7.431818959
356,Noah Davis,@isabella.m,205613,234,38231,Travel Services,Neutral,Rajasthan,15-24,All,TikTok,7.431818959
357,Olivia Clark,@olivia.c,667331,854,12205,Home Appliances,Negative,Bihar,18-30,Male,Twitter,7.391930836
358,Noah Davis,@sophia.w,829595,802,26198,Pet Supplies,Negative,Tamil Nadu,18-28,All,YouTube,7.391930836
359,Liam Brown,@sophia.w,247135,644,36031,Gadgets,Neutral,Gujarat,25-40,All,YouTube,7.372340238
360,Mason White,@emma.t,204842,561,30352,Gaming Products,Negative,Punjab,18-28,All,Instagram,7.372340238
361,Noah Davis,@sophia.w,934674,402,21054,Gadgets,Positive,Goa,30-45,All,YouTube,7.304573509
362,John Smith,@noah.d,134858,647,43179,Food Products,Neutral,Madhya Pradesh,30-45,Male,YouTube,7.304573509
363,Olivia Clark,@mia.lee,596521,681,30209,Home Appliances,Positive,Karnataka,All,Female,YouTube,7.261865367
364,Jane Doe,@mason.w,316966,760,44762,Pet Supplies,Positive,Rajasthan,22-40,Male,YouTube,7.261865367
365,Olivia Clark,@mia.lee,147730,316,38644,Gadgets,Positive,Madhya Pradesh,All,Female,Instagram,7.209895734
366,Mia Lee,@mia.lee,832903,320,36357,Gadgets,Neutral,Goa,40-50,Female,Twitter,7.209895734
367,Liam Brown,@liam.brown,165373,924,40811,Art Supplies,Neutral,Kerala,18-25,All,YouTube,7.187016602
368,Noah Davis,@mia.lee,386459,456,14866,Home Appliances,Negative,Madhya Pradesh,18-28,Female,Instagram,7.187016602
369,Jane Doe,@liam.brown,154857,586,18721,Travel Services,Positive,West Bengal,22-40,Female,YouTube,7.145199076
370,John Smith,@emma.t,500887,966,22886,Home Appliances,Negative,West Bengal,25-34,Male,YouTube,7.145199076
371,Emma Taylor,@olivia.c,942599,213,20270,Nutrition Products,Neutral,Gujarat,15-24,Female,Instagram,7.103038859
372,John Smith,@sophia.w,511336,678,31462,Smartphones,Neutral,Madhya Pradesh,18-25,All,YouTube,7.103038859
373,John Smith,@jane.doe,701417,562,29474,Eco-friendly Goods,Negative,Karnataka,22-40,Male,Instagram,7.077254153
374,Isabella Moore,@john.smith,285655,151,34453,Gaming Products,Positive,Bihar,18-25,All,YouTube,7.077254153
375,Emma Taylor,@mason.w,734976,755,15480,Gaming Products,Positive,Haryana,All,Male,TikTok,6.999659195
376,Olivia Clark,@emma.t,757146,255,42208,Art Supplies,Neutral,Maharashtra,30-45,Female,Twitter,6.999659195
377,Sophia Wilson,@liam.brown,474961,972,42776,Fitness Equipment,Neutral,India,30-45,Female,Instagram,6.983014409
378,Emma Taylor,@jane.doe,917096,956,17977,Food Products,Negative,Madhya Pradesh,15-24,All,TikTok,6.983014409
379,Emma Taylor,@emma.t,993393,859,20747,Fashion Accessories,Positive,Tamil Nadu,25-40,Female,Facebook,6.923225682
380,Noah Davis,@emma.t,598821,657,23243,Books,Neutral,Punjab,18-28,Female,Instagram,6.923225682
381,Sophia Wilson,@mason.w,496517,374,27868,Home Appliances,Neutral,Maharashtra,25-40,Female,YouTube,6.887365663
382,Jane Doe,@sophia.w,780380,931,18582,Gaming Products,Positive,Goa,25-40,Female,YouTube,6.887365663
383,Mason White,@olivia.c,977252,844,38756,Gaming Products,Negative,Kerala,18-30,All,Instagram,6.885770856
384,Jane Doe,@liam.brown,765658,74,19857,Home Appliances,Positive,Maharashtra,25-40,Male,Facebook,6.885770856
385,Liam Brown,@mason.w,165325,718,37377,Clothing,Positive,West Bengal,18-28,Male,Facebook,6.87399531
386,Emma Taylor,@john.smith,799178,564,34945,Gadgets,Positive,Maharashtra,40-50,Male,Facebook,6.87399531
387,Sophia Wilson,@sophia.w,475108,368,9304,Gaming Products,Positive,Delhi,18-25,Female,Instagram,6.842444194
388,Mason White,@olivia.c,343755,649,9040,Nutrition Products,Negative,Karnataka,All,Male,TikTok,6.842444194
389,Olivia Clark,@olivia.c,801356,953,30047,Smartphones,Negative,West Bengal,15-24,Female,Twitter,6.785760832
390,Isabella Moore,@liam.brown,361648,495,33182,Smartphones,Negative,Tamil Nadu,18-25,All,YouTube,6.785760832
391,Sophia Wilson,@john.smith,569514,542,12773,Home Appliances,Neutral,India,18-30,Female,Facebook,6.778748573
392,John Smith,@emma.t,854901,53,20626,Cosmetics,Positive,Karnataka,25-34,Male,Twitter,6.778748573
393,Jane Doe,@sophia.w,491208,574,26946,Food Products,Positive,Bihar,15-24,Male,YouTube,6.773460328
394,Sophia Wilson,@olivia.c,500381,657,11725,Eco-friendly Goods,Neutral,Punjab,40-50,All,Facebook,6.773460328
395,Mia Lee,@olivia.c,827014,396,14554,Gadgets,Positive,Madhya Pradesh,25-40,All,Instagram,6.772122181
396,Jane Doe,@mia.lee,545947,569,39009,Smartphones,Neutral,Tamil Nadu,All,Male,Twitter,6.772122181
397,Olivia Clark,@mia.lee,687561,210,36444,Food Products,Positive,Haryana,25-34,Female,Twitter,6.676725197
398,Jane Doe,@sophia.w,460219,870,31862,Books,Negative,India,18-25,Male,YouTube,6.676725197
399,Mia Lee,@isabella.m,550128,911,34507,Fashion Accessories,Negative,Maharashtra,All,Male,YouTube,6.671060115
400,Emma Taylor,@john.smith,101226,375,47694,Travel Services,Positive,Goa,18-28,Male,Twitter,6.671060115
401,Noah Davis,@sophia.w,462550,567,11428,Clothing,Negative,Gujarat,30-45,All,Facebook,6.616102835
402,John Smith,@jane.doe,195584,903,45192,Eco-friendly Goods,Neutral,Maharashtra,25-40,Male,Twitter,6.616102835
403,Liam Brown,@emma.t,190558,754,12057,Fashion Accessories,Negative,Punjab,18-30,Female,TikTok,6.58878408
404,Liam Brown,@mason.w,924689,488,37264,Pet Supplies,Positive,Maharashtra,15-24,All,Instagram,6.58878408
405,Liam Brown,@jane.doe,313230,902,29542,Gaming Products,Neutral,Delhi,25-34,All,TikTok,6.557806696
406,John Smith,@jane.doe,227194,874,17615,Fashion Accessories,Negative,Rajasthan,15-24,Male,Instagram,6.557806696
407,Olivia Clark,@olivia.c,267206,396,6087,Smartphones,Neutral,Goa,All,All,Twitter,6.439419009
408,John Smith,@john.smith,102032,344,14344,Fashion Accessories,Positive,Kerala,18-25,All,Twitter,6.439419009
409,Isabella Moore,@jane.doe,553666,781,41764,Gadgets,Negative,Delhi,18-28,All,Twitter,6.40874017
410,Isabella Moore,@liam.brown,675028,362,41112,Eco-friendly Goods,Neutral,Bihar,25-34,Male,YouTube,6.40874017
411,Mason White,@john.smith,951799,268,40259,Smartphones,Positive,India,15-24,Male,TikTok,6.408539427
412,Isabella Moore,@sophia.w,382736,982,17702,Nutrition Products,Neutral,Uttar Pradesh,25-34,All,TikTok,6.408539427
413,John Smith,@emma.t,555393,537,20900,Fitness Equipment,Neutral,Haryana,30-45,All,Instagram,6.335595712
414,Olivia Clark,@olivia.c,878168,895,12607,Gadgets,Positive,India,30-45,All,YouTube,6.335595712
415,Emma Taylor,@mia.lee,516678,579,7871,Gadgets,Positive,Tamil Nadu,All,Female,Twitter,6.335004841
416,Sophia Wilson,@noah.d,762063,83,15554,Home Appliances,Negative,Tamil Nadu,18-25,All,Twitter,6.335004841
417,Olivia Clark,@mia.lee,399544,699,38867,Books,Neutral,Karnataka,22-40,Male,YouTube,6.327207464
418,John Smith,@isabella.m,432943,832,25045,Fitness Equipment,Neutral,Karnataka,18-30,All,YouTube,6.327207464
419,John Smith,@noah.d,920827,854,31458,Travel Services,Positive,Delhi,18-25,All,Twitter,6.324183065
420,Mia Lee,@olivia.c,617963,551,17846,Eco-friendly Goods,Negative,Haryana,30-45,All,Instagram,6.324183065
421,Mason White,@mason.w,552510,998,39245,Art Supplies,Positive,Delhi,40-50,Male,Twitter,6.320824089
422,Mason White,@mia.lee,819865,249,8677,Food Products,Neutral,Karnataka,All,All,Twitter,6.320824089
423,Emma Taylor,@isabella.m,485740,413,10976,Smartphones,Negative,Uttar Pradesh,18-25,Female,TikTok,6.272540209
424,Olivia Clark,@noah.d,242215,515,45666,Eco-friendly Goods,Negative,Maharashtra,30-45,Female,Facebook,6.272540209
425,John Smith,@noah.d,854307,919,11157,Clothing,Positive,Delhi,40-50,Male,Facebook,6.225629239
426,Jane Doe,@liam.brown,757851,126,26515,Smartphones,Positive,Punjab,18-30,Male,YouTube,6.225629239
427,Sophia Wilson,@mason.w,900011,472,22724,Cosmetics,Neutral,Haryana,22-40,All,Twitter,6.177796687
428,Olivia Clark,@noah.d,770820,385,18691,Travel Services,Positive,Madhya Pradesh,25-40,Female,Twitter,6.177796687
429,John Smith,@jane.doe,417468,452,16940,Fitness Equipment,Negative,India,18-25,Male,Twitter,6.172714499
430,John Smith,@emma.t,629325,554,9951,Eco-friendly Goods,Negative,Karnataka,22-40,Male,Facebook,6.172714499
431,Olivia Clark,@mia.lee,831375,877,18750,Travel Services,Negative,Tamil Nadu,25-34,All,TikTok,6.165748802
432,Noah Davis,@isabella.m,396057,483,34186,Books,Positive,India,All,Male,TikTok,6.165748802
433,Olivia Clark,@emma.t,435460,165,36404,Pet Supplies,Neutral,Delhi,25-34,All,Instagram,6.152901419
434,Mason White,@liam.brown,676908,140,41818,Cosmetics,Negative,Goa,18-25,Male,Facebook,6.152901419
435,Emma Taylor,@liam.brown,651949,846,20266,Nutrition Products,Negative,Tamil Nadu,40-50,Male,Facebook,6.134955323
436,Mason White,@sophia.w,324344,754,37961,Art Supplies,Negative,Madhya Pradesh,18-25,Female,Instagram,6.134955323
437,John Smith,@emma.t,892499,464,36012,Art Supplies,Negative,Maharashtra,18-30,Male,Facebook,6.134807734
438,Emma Taylor,@mason.w,621645,712,26196,Fitness Equipment,Negative,Gujarat,25-40,Female,Instagram,6.134807734
439,Olivia Clark,@noah.d,831103,456,22122,Gaming Products,Positive,Madhya Pradesh,25-40,Female,Twitter,6.114438143
440,Mason White,@olivia.c,887789,435,5486,Clothing,Negative,Delhi,30-45,Male,Facebook,6.114438143
441,Mason White,@jane.doe,553555,134,7528,Pet Supplies,Negative,Maharashtra,18-30,Female,Facebook,6.090414027
442,Isabella Moore,@mia.lee,510149,372,41111,Fashion Accessories,Negative,Uttar Pradesh,18-30,All,Twitter,6.090414027
443,Sophia Wilson,@sophia.w,724144,478,23886,Smartphones,Neutral,Goa,40-50,Male,Facebook,6.089010277
444,John Smith,@noah.d,574454,269,28369,Smartphones,Positive,Kerala,18-25,All,Facebook,6.089010277
445,Mia Lee,@isabella.m,858130,444,37279,Fitness Equipment,Positive,Madhya Pradesh,25-40,Female,Instagram,6.077633884
446,Mason White,@sophia.w,675396,217,47163,Gadgets,Positive,Haryana,22-40,Male,Twitter,6.077633884
447,Mia Lee,@sophia.w,648526,482,31792,Smartphones,Negative,India,18-25,Female,YouTube,6.076552131
448,Emma Taylor,@john.smith,235065,520,18679,Clothing,Negative,Maharashtra,15-24,Male,Instagram,6.076552131
449,Liam Brown,@liam.brown,107671,316,34144,Art Supplies,Neutral,Haryana,30-45,Female,Twitter,6.022599114
450,Mia Lee,@mia.lee,773274,364,32788,Nutrition Products,Positive,West Bengal,15-24,Female,Twitter,6.022599114
451,Sophia Wilson,@noah.d,159430,683,19567,Cosmetics,Neutral,Maharashtra,22-40,Female,Instagram,6.002394307
452,Isabella Moore,@liam.brown,731303,722,13367,Smartphones,Positive,India,25-34,All,Facebook,6.002394307
453,Mason White,@mia.lee,699006,732,35026,Fitness Equipment,Neutral,Bihar,30-45,All,YouTube,5.996807362
454,Sophia Wilson,@mia.lee,322963,412,29089,Fitness Equipment,Negative,Goa,18-28,Male,Facebook,5.996807362
455,Emma Taylor,@jane.doe,415339,324,17499,Fitness Equipment,Neutral,Haryana,25-34,All,YouTube,5.990213049
456,Olivia Clark,@mia.lee,460821,181,49215,Gadgets,Negative,Uttar Pradesh,18-25,Male,Twitter,5.990213049
457,Jane Doe,@noah.d,438496,573,34577,Smartphones,Neutral,India,15-24,All,YouTube,5.971859709
458,Liam Brown,@isabella.m,426565,491,17133,Food Products,Positive,Uttar Pradesh,22-40,All,Instagram,5.971859709
459,Mason White,@emma.t,498867,899,29686,Home Appliances,Positive,Rajasthan,15-24,Female,YouTube,5.950684251
460,Sophia Wilson,@noah.d,822676,939,37935,Travel Services,Positive,Gujarat,18-30,Male,Facebook,5.950684251
461,Jane Doe,@emma.t,360856,388,21660,Gaming Products,Neutral,Kerala,18-28,Female,YouTube,5.867987614
462,John Smith,@olivia.c,578233,672,33585,Fashion Accessories,Negative,Madhya Pradesh,All,Female,YouTube,5.867987614
463,Noah Davis,@jane.doe,468178,75,40433,Fashion Accessories,Negative,India,18-30,Male,TikTok,5.861102973
464,Jane Doe,@olivia.c,596876,169,6843,Clothing,Negative,Rajasthan,22-40,All,YouTube,5.861102973
465,Mia Lee,@john.smith,535642,824,47249,Books,Negative,Haryana,30-45,All,Instagram,5.85998793
466,Sophia Wilson,@isabella.m,549257,596,26682,Clothing,Neutral,Delhi,18-25,All,Twitter,5.85998793
467,John Smith,@emma.t,900292,320,43948,Fitness Equipment,Negative,Maharashtra,18-28,All,Instagram,5.85485005
468,Sophia Wilson,@liam.brown,666395,917,19512,Books,Negative,Kerala,25-34,Female,TikTok,5.85485005
469,John Smith,@john.smith,684591,769,23780,Home Appliances,Negative,Bihar,18-28,Male,TikTok,5.851225023
470,Olivia Clark,@sophia.w,641938,623,39625,Food Products,Neutral,Gujarat,40-50,All,YouTube,5.851225023
471,Emma Taylor,@mia.lee,472602,50,39946,Smartphones,Neutral,Madhya Pradesh,25-34,Male,Twitter,5.813180135
472,Mason White,@emma.t,269568,413,6643,Clothing,Positive,Punjab,40-50,All,YouTube,5.813180135
473,Jane Doe,@noah.d,822600,577,13146,Art Supplies,Neutral,Goa,18-30,Male,YouTube,5.810110151
474,Emma Taylor,@john.smith,622651,639,45482,Food Products,Neutral,Karnataka,30-45,All,Twitter,5.810110151
475,Olivia Clark,@mason.w,634069,59,12889,Smartphones,Negative,Delhi,18-25,All,TikTok,5.80821226
